Phase,River,Date,Julian Day,ID,Discharge,Temp,pH,Cond,Alk,A254,A375,A412,A420,A440,H2O-2H,H2O-18O,DOC,DOC-13C,DOC-14C,DOC-fm,TDN,NO3,NH4,TDP,PO4,SiO2,Na,K,Mg,Ca,As,Ba,Cl,SO4,Li,Rb,Sr,U,F,UTHg,UMeHg,TSS,POC,POC-13C,POC-14C,POC-fm,PON,PON-15N,Sample depth 1,TSS (1),POC (1),POC-13C (1),PON (1),PON-15N (1),Sample depth 2,TSS (2),POC (2),POC-13C (2),PON (2),PON-15N (2)
PARTNERS,Kolyma,11/20/06,324,,1120,0,7,,28,,,,,,-161,-20.7,7.2,,,,0.18,25,18,9.4,,7.2,2.2,0.59,3.4,14.8,,,0.5,6.3,,,,,,,,0.4,0.08,-35.1,-168,0.827,13,1.7,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/5/09,156,,12800,7.5,7.7,,18.9,0.359,0.063,0.034,0.03,0.022,-181,-23.6,10.7,-27.6,63.2,1.071,0.4,32,3,9.3,4,3.4,1.34,0.66,1.92,9.2,0.4,8,0.5,2.8,0.32,0.38,45,0.05,41.8,,,77.6,1.17,-27.4,-365,0.64,125,1.3,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/12/09,163,,11100,11.8,7.7,,22.4,0.291,0.053,0.029,0.025,0.018,-178,-23.4,9.1,-27.7,72.8,1.081,0.31,25,7,10,5,3.9,1.33,0.67,2.08,10.5,0.3,9,0.2,3.1,0.35,0.23,53,0.05,19.6,,,70.4,1.01,-27.3,-355,0.65,93,5.3,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/21/09,172,,8270,11,7.9,,22.9,0.164,0.026,0.013,0.011,0.008,-172,-22.6,5.5,-27.6,37.5,1.045,0.25,27,6,6.7,3,4,1.49,0.56,2.08,10,0.24,8,0.3,3.8,0.39,0.23,53,0.03,50,,,31.4,0.72,-28,-355,0.649,58,2.3,,,,,,,,,,,,
Arctic-GRO I,Kolyma,9/9/09,252,,8390,7.6,7.3,,19.8,0.095,0.015,0.007,0.006,0.004,-153,-20.3,3.9,,,,0.19,36,9,6.7,3,4.8,2.32,0.64,2.71,12.2,0.21,11,0.1,,0.33,0.25,77,0.02,17.7,,,115.1,0.84,-27.4,-422,0.582,91,4.6,,,,,,,,,,,,
Arctic-GRO I,Kolyma,11/8/09,312,,,0,6.8,,28.8,0.051,0.006,0.003,0.002,0.002,-156,-20.9,2.6,-26.8,-21.6,0.985,0.15,55,5,11.3,2,6.5,2.41,0.56,3.63,15.9,0.2,11,0.4,9,0.53,0.24,94,0.04,53.8,,,3.3,0.2,-35.5,-196,0.81,27,7.8,,,,,,,,,,,,
Arctic-GRO I,Kolyma,5/30/10,150,,17700,7.1,7.3,,28.4,0.486,0.097,0.057,0.051,0.038,-198,-25.6,18.4,-28,93.9,1.102,0.49,41,12,16.5,7,2.9,0.93,0.67,1.85,9.3,0.41,10,,,0.28,0.27,49,0.06,,,,151.7,1.52,-27.6,-401,0.604,203,7,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/7/10,158,,12000,11.1,7.2,,25.1,0.304,0.058,0.034,0.031,0.023,-186,-24.4,11.7,-27.9,61.5,1.069,0.33,20,14,19.5,5,3.4,1.04,0.6,1.7,8,0.4,8,,,0.3,0.23,43,0.04,,,,95.2,1.48,-28,-453,0.551,220,4.9,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/13/10,164,,8470,11.1,7.3,,,0.237,0.044,0.025,0.022,0.016,-184,-23.6,9.3,-27.7,59,1.067,0.28,22,7,16.5,4,3.8,1.03,0.5,1.47,8.3,0.4,8,,,0.33,0.2,43,0.03,,,,31,0.91,-29.5,-477,0.526,81,4.7,,,,,,,,,,,,
Arctic-GRO I,Kolyma,9/20/10,263,,7510,6.2,7.9,,30.2,0.09,0.016,0.009,0.008,0.006,-156,-20.9,3.5,-28.1,17.7,1.025,0.14,21,33,13.9,4,5.3,2.04,0.5,3.48,15.5,0.31,11,,,0.45,0.21,87,0.03,,,,120.1,1.32,-28.7,-517,0.487,135,5.2,,,,,,,,,,,,
Arctic-GRO I,Kolyma,11/17/10,321,,,0,7.9,,34.2,0.124,0.021,0.012,0.011,0.008,-162,-21.1,5.9,-27.6,21.6,1.029,0.28,70,21,15.9,4,6.6,2.19,0.5,3.83,16.8,0.26,12,,,0.52,0.22,93,0.03,,,,6.1,0.33,-30.6,-429,0.576,17,3.7,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/10/11,161,,21900,6.2,7.1,,26.7,0.413,0.103,0.071,0.066,0.056,-197,-24.2,14.7,-27.8,79.1,1.087,0.28,19,18,,,2.6,0.96,0.69,2.09,8.9,0.22,8,0.3,2.8,0.31,0.3,47,0.03,37.1,,,272.5,3.45,-28.3,-417,0.587,613,4.8,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/17/11,168,,20500,11.3,7.2,,26.1,0.292,0.061,0.037,0.033,0.026,-188,-24,10.7,-27.9,69.2,1.077,0.27,21,27,15.4,,3.1,1.1,0.59,1.78,8.8,0.67,8,,2.3,0.35,0.29,46,0.05,53.2,,,229.4,2.42,-28,-425,0.58,366,2.8,,,,,,,,,,,,
Arctic-GRO I,Kolyma,6/24/11,175,,20200,13.7,7.2,,29.6,0.236,0.045,0.026,0.023,0.017,-189,-23.7,8.9,-27.2,50.1,1.058,0.2,21,30,14.5,,3.7,1.18,0.58,2.08,11,0.78,11,0.2,,0.37,0.29,54,0.04,50.3,,,250.3,3.21,-28.5,-460,0.544,314,2.6,,,,,,,,,,,,
Arctic-GRO I,Kolyma,9/5/11,248,,6410,8.9,7.8,,17.5,0.099,0.016,0.009,0.008,0.006,-167,-21.3,4.2,-26.6,-28.3,0.979,0.16,55,10,6.9,6,5.8,2.26,0.52,3.9,17.3,0.33,12,,,0.58,0.22,96,0.04,58.9,,,50.4,0.95,-29.5,-496,0.508,85,4.5,,,,,,,,,,,,
Arctic-GRO I,Kolyma,11/5/11,309,,1159,0,8.2,,35.2,0.106,0.017,0.01,0.009,0.006,-169,-21.4,5.2,,5.3,1.013,0.19,52,3,6,6,6.4,2.23,0.5,3.9,17,0.26,12,,5.5,0.48,0.21,91,0.04,50.3,,,1.8,0.22,-33.4,-204,0.802,22,5.5,,,,,,,,,,,,
Arctic-GRO II,Kolyma,6/24/12,176,Kit 1,4890,13.2,,56,20.5,0.15,0.026,0.015,0.013,0.01,-174,-22.8,4.7,-29.8,59.2,1.067,0.17,1,9,13.6,9,4.4,1.63,0.52,2.18,9.9,0.33,8,0.3,4.3,0.36,0.2,55,0.02,,4.84,,16.9,0.55,-31.9,-313.1,0.692,60,4,,,,,,,,,,,,
Arctic-GRO II,Kolyma,8/22/12,235,Kit 2,5220,10.9,,76,24.5,0.136,0.024,0.014,0.013,0.01,-161,-21.4,4.6,-30.1,30.4,1.038,0.19,7,10,29.9,9,5.7,2,0.48,2.92,12.6,0.32,9,0.2,6.5,0.41,0.19,74,0.02,,3.35,,26.1,1.1,-28.5,-404.6,0.6,101,3.5,,,,,,,,,,,,
Arctic-GRO II,Kolyma,10/7/12,281,Kit 3,2200,2,,86,26.7,0.089,0.014,0.008,0.007,0.005,-160,-21.4,3.4,,,,0.17,37,8,18.5,6,6.2,2.12,0.48,3.57,15.5,0.23,10,0.3,9,0.51,0.18,87,0.03,,2.27,,8.8,0.27,-30.9,,,29,4.3,,,,,,,,,,,,
Arctic-GRO II,Kolyma,12/17/12,352,Kit 5,262,0.1,,,36.9,0.068,0.01,0.006,0.006,0.005,-165,-22,2.9,-25.8,-4.3,1.003,0.25,70,14,16.8,5,6.7,2.54,0.58,4.51,19.2,0.27,13,0.5,10.2,0.56,0.26,106,0.04,,1.89,,5.2,0.11,-36.3,-703.7,0.299,14,2.6,,,,,,,,,,,,
Arctic-GRO II,Kolyma,3/8/13,67,Kit 4,154,0,,111,34.9,0.052,0.009,0.006,0.005,0.004,-178,-22.5,2.7,-27.9,-5,1.003,0.44,134,33,12,6,8.1,2.85,0.77,4.72,20.2,0.18,16,0.8,11.2,0.62,0.48,115,0.02,,2.02,,6.1,0.3,-27.1,-467.8,0.536,38,9.1,,,,,,,,,,,,
Arctic-GRO II,Kolyma,5/3/13,123,Kit 6,166,0.1,,103,31.2,0.053,0.006,0.003,0.003,0.002,-176,-22.2,2.5,-28.1,5.9,1.014,0.27,126,12,15.2,5,7.2,2.47,0.69,4.3,18.1,0.17,15,0.5,10.7,0.58,0.33,105,0.02,,2.55,,9.5,0.28,-30.3,-445.3,0.559,31,7.7,,,,,,,,,,,,
Arctic-GRO II,Kolyma,7/27/13,208,Kit 8,5320,13.9,,94,,0.124,0.02,0.011,0.009,0.007,-160,-21.1,5.1,,,,0.13,11,7,12,4,4.9,1.79,0.5,2.71,11.3,0.36,9,0.2,6.1,0.49,0.24,66,0.02,,11.36,,10.9,0.72,-28.8,-392.7,0.612,78,6.1,7,66.9,1.11,-28.5,140,4.5,,,,,,
Arctic-GRO II,Kolyma,9/20/13,263,Kit 9,6620,6.1,,111,21.6,0.143,0.024,0.014,0.012,0.009,-158,-20.8,6.2,,,,0.23,39,12,16.8,4,5.7,2,0.54,3.46,14.6,0.3,10,0.3,7.5,0.57,0.22,80,0.03,,7.51,,21.3,0.65,-27.4,,,64,3.1,7.5,29.7,0.93,-27.2,78,3.6,,,,,,
Arctic-GRO II,Kolyma,11/13/13,317,Kit 10,625,0,,119,28.3,0.123,0.017,0.009,0.008,0.006,-160,-20.9,5.9,,,,0.27,55,17,13.6,6,6.9,2.38,0.55,3.78,15.5,0.3,12,0.4,8.6,0.5,0.24,88,0.03,,5.2,,1,0.18,-30.7,-359.9,0.645,20,4,,,,,,,,,,,,
Arctic-GRO II,Kolyma,2/28/14,59,Kit 11,201,0,,140,28.5,0.064,0.011,0.007,0.007,0.006,-169,-21.9,3.8,,,,0.28,130,14,12,4,7.9,2.46,0.64,4.39,18.7,0.25,15,0.5,9.2,0.56,0.34,104,0.02,,4.31,,0.4,0.09,-32.5,-470.8,0.533,9,7.3,,,,,,,,,,,,
Arctic-GRO II,Kolyma,4/26/14,116,Kit 12,179,0,,139,37.6,0.053,0.012,0.009,0.008,0.007,-167,-21.8,3,,,,0.24,98,16,14.1,3,7.6,2.83,0.69,4.22,18.3,0.2,15,1.2,9.2,0.56,0.34,102,0.02,,5.32,,2.1,0.15,-29.5,-428.4,0.576,13,9,,,,,,,,,,,,
Arctic-GRO II,Kolyma,6/8/14,159,Kit 13,24300,6.6,,64,36.1,0.265,0.061,0.04,0.037,0.031,-191,-25.6,8.3,,,,0.22,16,35,37.7,13,1.6,0.96,0.79,1.89,8.8,0.42,8,0.3,2.2,0.31,0.36,44,0.05,,24.45,,394.6,2.47,-27.3,-402.7,0.602,224,2.3,11,25.7,1.33,-27.7,124,2.2,,,,,,
Arctic-GRO II,Kolyma,8/26/14,238,Kit 14,8060,13.2,,94,21.2,0.12,0.016,0.009,0.008,0.006,-168,-22,5.4,,,,0.15,33,12,30.4,4,4.9,1.8,0.56,3.13,13.9,0.49,11,0.2,6.8,0.58,0.22,76,0.03,,5.39,,26.6,0.81,-27.4,-494.3,0.51,77,2.7,9,32.3,1,-26.5,99,3.5,,,,,,
Arctic-GRO II,Kolyma,10/11/14,284,Kit 15,2400,3,,127,27.7,0.075,0.011,0.006,0.005,0.004,-165,-21.3,3.2,,,,0.1,3,6,2,2,5.6,2.29,0.51,3.84,17.6,0.34,12,0.2,9.2,0.54,0.19,93,,,2.78,,1.6,0.31,-33.9,-430,0.575,29,3.4,9,3.5,0.16,-32.4,67,4.1,,,,,,
Arctic-GRO II,Kolyma,12/22/14,356,Kit 16,313,0,,133,34.7,0.072,0.011,0.007,0.006,0.005,-166,-21.8,3,,,,0.17,74,18,2.2,2,5.5,2.38,0.56,4.03,18.3,0.3,14,0.3,9,0.52,0.29,99,,,1.63,,0.4,0.1,-31.7,-591.1,0.412,54,2.6,,,,,,,,,,,,
Arctic-GRO II,Kolyma,1/23/15,23,Kit 17,271,0,,,37.6,0.047,0.005,0.003,0.003,0.002,-168,-22.1,3.3,,,,0.45,112,59,4.2,3,6.8,2.88,0.75,4.61,21.4,0.23,17,0.7,9.6,0.61,0.44,111,,,1.7,,0.4,0.19,-28.1,-633,0.37,39,2.5,,,,,,,,,,,,
Arctic-GRO II,Kolyma,3/25/15,84,Kit 18,181,0,,136,46.9,0.054,0.007,0.004,0.003,0.002,-170,-22.4,2.6,,,,0.24,138,13,2.5,3,7.3,2.52,0.63,4.32,19.3,0.24,17,0.5,9.7,0.6,0.33,106,,,2.15,,1.8,0.11,-30.3,,,11,8.5,,,,,,,,,,,,
Arctic-GRO II,Kolyma,5/13/15,133,Kit 19,213,0,,144,39.5,0.051,0.006,0.003,0.003,0.002,-171,-22.4,2.8,,,,0.35,136,27,2.7,2,6.4,2.54,0.66,4.19,18.9,0.19,16,0.6,9.4,0.55,0.39,103,,,2.59,,1.1,0.12,-28.8,-514.3,0.49,16,9.2,,,,,,,,,,,,
Arctic-GRO II,Kolyma,7/23/15,204,Kit 20,3650,15.9,,96,39.5,0.112,0.016,0.008,0.007,0.005,-169,-22,3.9,,,,0.12,3,5,3,2,5,1.96,0.63,2.95,13,0.48,11,0.3,6.1,0.59,0.28,76,,,4.7,,4.7,0.45,-33.9,-320.7,0.685,70,3.7,15,4,0.43,-33.3,73,3,,,,,,
Arctic-GRO II,Kolyma,9/20/15,263,Kit 21,2335,7.3,,132,28.8,0.083,0.011,0.006,0.005,0.004,-162,-21.3,3.2,,,,0.12,26,6,7,2,5,2.88,0.53,4.04,17.6,0.36,13,0.2,10,0.68,0.23,101,,,3.25,,9.5,0.36,-30.5,-469.9,0.534,53,3.6,9,4.1,0.32,-30.4,48,3.2,5,5.6,0.31,-30.1,48,3.4
Arctic-GRO II,Kolyma,11/28/15,332,Kit 22,508,,,,26,0.061,0.007,0.003,0.003,0.002,-146,-21.7,3,,,,0.17,90,23,3.3,6,5.9,2.29,0.51,3.82,14.3,0.25,13,0.3,11,0.63,0.25,95,0.05,,1.8,,1.5,0.12,-30.8,-518.8,0.485,13,3.5,,,,,,,,,,,,
Arctic-GRO II,Kolyma,2/6/16,37,Kit 23,157,0,,136,44,0.038,0.004,0.003,0.003,0.002,-162,-22.9,2.5,,,,0.26,78,29,5.6,6,6.6,2.66,0.64,4.89,20.5,0.26,19,1,12.2,0.73,0.38,124,0.07,,1.35,,1.4,0.32,-28.8,,,25,5.9,,,,,,,,,,,,
Arctic-GRO II,Kolyma,4/25/16,116,Kit 24,157,0,,147,36.8,0.055,0.008,0.005,0.004,0.003,-167,-23.1,3.1,,,,0.44,102,53,5.5,8,6.3,2.56,0.7,4.37,17.8,0.2,18,1,11.4,0.7,0.45,112,0.05,,2.94,,1.8,0.41,-26.2,-694.1,0.308,81,10.5,,,,,,,,,,,,
Arctic-GRO II,Kolyma,6/21/16,173,Kit 25,4360,12.1,,116,31.1,0.219,0.036,0.019,0.017,0.012,-166,-24.7,7.3,,,,0.22,2,11,4.9,10,3.2,1.57,0.62,2.73,11.9,0.47,8,0.3,5,0.57,0.24,70,0.07,,3.84,,5.3,0.43,-31.5,-282.7,0.723,68,4.2,9,6.5,0.37,-30.9,61,3.5,9,7.3,0.4,-31,62,3.3
Arctic-GRO II,Kolyma,8/19/16,232,Kit 26,3890,15.5,,106,27,0.103,0.014,0.007,0.006,0.004,-158,-21.7,4,,,,0.13,0,13,1.7,8,4.6,2,0.54,3.06,12.4,0.45,12,0.2,7.9,0.6,0.27,86,0.05,,2.31,,3,0.43,-32.5,-309.3,0.696,65,3.8,8,5.5,0.48,-32.5,67,3.4,,,,,,
Arctic-GRO II,Kolyma,10/4/16,278,Kit 27,3940,2.9,,135,28.8,0.137,0.019,0.01,0.009,0.006,-152,-21.6,5,,,,0.31,26,8,3,8,5.2,2.19,0.48,3.92,14.9,0.35,12,0.3,10.5,0.56,0.18,93,0.07,,3.36,,13.1,0.4,-29.2,-438.1,0.566,57,2.8,9,12.6,0.57,-28.5,61,2.4,7.5,21.5,0.61,-28.4,65,2.6
Arctic-GRO II,Kolyma,12/1/16,336,Kit 28,230,,,,34.9,0.104,0.015,0.008,0.007,0.005,-161,-21.8,4.3,,,,0.24,77,9,6.2,10,6.1,2.34,0.55,4.23,16.7,0.36,14,4.2,10.6,0.56,0.26,101,0.07,,,,,0.23,-29.5,-557.1,0.446,37,5,,,,,,,,,,,,
Arctic-GRO III,Kolyma,2/9/17,40,Kit 30,148,0.2,,,44.3,0.057,0.009,0.007,0.006,0.005,-167,-21.3,3.8,,,,0.36,128,64,6.5,2,6.4,2.91,0.7,5.08,21.3,,17,0.6,11.9,0.63,0.42,121,0.03,,,,,0.24,-28.6,-384.8,0.62,23,7.9,,,,,,,,,,,,
Arctic-GRO III,Kolyma,4/13/17,103,Kit 31,149,0,,,39.4,0.05,0.005,0.002,0.002,0.001,-166,-21.4,3.3,,,,0.29,143,32,5.2,2,5.9,2.71,0.64,4.83,20.1,,16,0.5,12.2,0.64,0.37,117,0.02,,,,,0.22,-29.5,-391,0.614,26,9.3,,,,,,,,,,,,
Arctic-GRO III,Kolyma,6/1/17,152,Kit 32,23300,5,,,17.7,0.434,0.078,0.045,0.04,0.031,-182,-23.4,12.6,,,,0.36,20,40,14.5,4,1.4,1,0.77,1.82,7.85,,8,0.2,3,0.38,0.35,43,0.05,,13.01,,,2.38,-27.4,-388.3,0.617,297,1.3,9,287.4,5.79,-27.1,678,-1.2,4.5,200.4,4.02,-27.4,444,-1.9
Arctic-GRO III,Kolyma,8/8/17,220,Kit 33,6720,13.6,,,38.7,0.112,0.014,0.007,0.005,0.003,-163,-20.6,4.6,,,,0.19,36,6,6.1,3,4.3,2.25,0.54,3.79,17.8,,12,0.2,8.6,0.61,0.22,92,0.05,,9.91,,17.1,0.86,-28.7,,,113,2.7,8,21.9,0.88,-28.5,104,3.2,4,29.3,1.03,-27.9,123,3.2
Arctic-GRO III,Kolyma,10/3/17,276,Kit 34,4760,5.3,,,34.5,0.135,0.019,0.009,0.008,0.005,-158,-20,5.4,,,,0.16,11,8,5,2,6.7,2.74,0.48,4.13,17.4,,12,0.2,10,0.5,0.19,96,0.04,,4.88,,4.7,0.28,-31.4,-392.3,0.613,40,5.1,6,5.2,0.35,-32.7,44,4.4,3,3.6,0.29,-32.4,37,4.6
Arctic-GRO III,Kolyma,12/2/17,336,Kit 35,1130,3.4,,,31.1,0.097,0.011,0.005,0.004,0.002,-163,-20.5,4.4,,,,0.26,79,27,6.6,2,5.3,2.7,0.57,4.66,17.8,,14,0.4,12.6,0.65,0.29,106,0.03,,2.1,,0.7,0.21,-31,-464.7,0.54,18,3.6,,,,,,,,,,,,
Arctic-GRO III,Kolyma,1/22/18,22,Kit 36,479,0,,,41.2,0.063,0.007,0.003,0.003,0.002,-166,-21,3.9,,,,0.41,105,69,5.1,3,7.5,2.55,0.63,4.96,18.7,0.29,17,0.3,12,0.51,0.38,114,0.02,38,,,1,0.46,-25.7,-234.7,0.772,48,10.1,,,,,,,,,,,,
Arctic-GRO III,Kolyma,3/6/18,65,Kit 37,366,0,,,37.8,,,,,,-166,-21.2,3.5,,,,0.4424,,,,,7.6,2.53,0.66,4.78,17.7,0.28,17,0.4,12.2,0.51,0.41,111,0.02,36.1,,,0,0.36,-27.3,-283.3,0.723,53,10,,,,,,,,,,,,
Arctic-GRO III,Kolyma,5/5/18,125,Kit 39,355,0,,,34.9,0.047,0.005,0.002,0.002,0.001,-170,-21.7,2.7,,,,0.24,137,8,3.3,3,5.3,2.4,0.58,4.56,16.4,0.26,16,0.1,8.4,0.48,0.33,108,0.02,45.6,,,0.4,0.25,-29,-503.6,0.501,22,9.7,,,,,,,,,,,,
Arctic-GRO III,Kolyma,7/25/18,206,Kit 38,5980,14.8,,,28.5,0.118,0.017,0.01,0.009,0.006,-167,-21.4,4.3,,,,0.16,60,3,4.3,2,7.4,1.7,0.57,3.25,11.6,0.46,12,0.3,12,0.52,0.24,76,0.02,39,,,8.9,0.55,-32.1,-330.2,0.675,91,4.5,9,17.4,0.69,-31.3,106,3.9,4.5,10,0.55,-31.8,85,4.6
Arctic-GRO III,Kolyma,9/20/18,263,Kit 40,2160,8.8,,,25.2,0.088,0.01,0.005,0.004,0.002,-161,-20.8,4,,,,0.13,BD,1,2.6,1,5.9,2.26,0.5,4.48,14,0.41,12,0.2,12.1,0.54,0.23,93,0.04,41.8,,,2.7,0.32,-33.7,-305.1,0.701,53,5.5,9,6.4,0.32,-32.8,65,5.7,4.5,3.2,0.3,-34,55,4.7
Arctic-GRO III,Kolyma,11/10/18,314,Kit 41,1020,0,,,27.5,0.113,0.016,0.008,0.007,0.005,-163,-20.6,5,,,,0.29,63,10,4.3,2,6.7,2.68,0.49,5.91,17.2,0.35,15,0.2,16.6,0.69,0.23,110,0.04,32.3,,,2.3,0.26,-31.3,-383.9,0.621,28,5.6,,,,,,,,,,,,
Arctic-GRO III,Kolyma,2/6/19,37,Kit 42,346,0,,,47.6,0.064,0.006,0.003,0.002,0.001,-175,-22,4.3,,,,0.72,114,147,5.5,5,8.2,3.3,1.43,7.28,24.4,0.28,22,1,19.6,0.92,0.67,149,0.04,41.8,,,0.2,0.36,-28,-308,0.698,31,8.6,,,,,,,,,,,,
Arctic-GRO III,Kolyma,4/22/19,112,Kit 43,314,0,,,37.2,0.054,0.006,0.003,0.003,0.002,-177,-22.5,3,,,,0.31,120,20,3.3,3,8.3,2.73,0.62,5.91,20.4,0.22,20,0.3,16.9,0.8,0.36,132,0.02,39.9,,,0.3,0.41,-27.1,-354.2,0.651,51,11.3,,,,,,,,,,,,
Arctic-GRO III,Kolyma,6/13/19,164,Kit 44,15700,13,,,6.6,0.25,0.04,0.022,0.019,0.014,-179,-23.4,7.6,,,,0.29,22,12,7.9,3,3.8,,,,,,,0,1.1,,,,,20.9,,,50.9,1.27,-27.4,-394.8,0.61,131,2.6,12.4,150.1,1.53,-27.1,161,1.4,12.4,85.4,4.08,-26.4,265,2.2
Arctic-GRO III,Kolyma,8/25/19,237,Kit 45,5940,13,,,27.2,0.127,0.018,0.009,0.008,0.005,-164,-21.3,4.7,,,,0.18,43,2,8.2,4,5.7,2.16,0.57,4.99,15.4,0.48,14,0.1,14.4,0.73,0.31,99,0.04,53.2,,,45.1,1.42,-26.8,-450.9,0.554,132,0.3,8,63.6,1.24,-26.5,141,0.9,4,76,1.68,-26.7,158,1.1
Arctic-GRO IV,Kolyma,2/5/20,36,Kit 46,236,0,,,44.3,0.054,0.007,0.004,0.003,0.002,-169,-22,2.7,,,,0.4,125,67,,3,6.9,3.35,0.7,7.22,26.7,,20,0.3,18.9,1.03,0.46,154,0.05,45.6,,,2.4,0.25,-27.5,-409.9,0.595,30,14.5,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,6/14/20,166,Kit 47,10200,12.7,,,19.2,0.247,0.038,0.021,0.018,0.013,-178,-23.2,6.8,,,,0.22,31,8,,4,3.7,1.68,0.61,2.87,10.6,,10,0.2,6.9,0.54,0.26,62,0.03,40.9,,,53.9,1.27,-27.1,-372.8,0.633,141,1.5,9,42.9,1.21,-27.3,129,1.3,4.5,39.7,1.21,-27.2,134,2
Arctic-GRO IV,Kolyma,7/30/20,212,Kit 48,5660,15.6,,,25.3,0.07,0.011,0.006,0.005,0.004,-165,-21.5,2.3,,,,0.09,9,6,,4,5.5,2.72,0.58,4.57,16,,14,0.1,12.4,0.75,0.28,98,0.02,45.6,,,11,0.58,-30.4,-322.4,0.683,74,4.7,8,10.8,0.62,-30,73,3.9,4,9.1,0.56,-30.5,72,4.1
Arctic-GRO IV,Kolyma,8/27/20,240,Kit 49,3060,9,,,20.2,0.121,0.016,0.009,0.007,0.005,-159,-20.7,4.1,,,,0.16,24,7,,5,5.4,2.39,0.48,3.85,13.2,,11,0.1,10.8,0.66,0.27,83,0.02,45.6,,,10.4,0.55,-29.1,-372.6,0.633,61,3.8,11,11.6,0.52,-29.3,64,3.8,5.5,10.6,0.25,-29.3,56,4.2
Arctic-GRO IV,Kolyma,10/5/20,279,Kit 50,3010,4.3,,,29.9,0.093,0.012,0.007,0.006,0.004,-164,-20.8,3.5,,,,0.16,46,5,,3,6,3.56,0.51,6.98,21.9,,14,0.2,19.6,1.24,0.25,132,0.04,58,,,5.7,0.38,-29.8,-439.7,0.565,38,4.1,9,11.9,0.4,-28.7,45,3.2,4.5,5.2,0.3,-29.6,37,2.7
Arctic-GRO IV,Kolyma,12/21/20,356,Kit 51,397,0,,,35.3,0.066,0.007,0.004,0.004,0.002,-166,-21.7,2.5,,,,0.2,97,18,,3,7.2,0.7,0.14,1.56,9.7,,8,0,5.6,0.23,0.09,51,0.01,29.5,,,1.5,0.41,-28.6,-526.2,0.478,38,7.5,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,1/25/21,25,Kit 52,330,0,,,41.1,0.057,0.006,0.003,0.003,0.001,-170,-22,2.5,,,,0.29,143,29,,3,7.8,3.51,0.69,7.31,25.4,,20,0.2,18.7,0.97,0.38,151,0.05,46.6,,,2.5,0.23,-28.2,-432.6,0.572,20,7.2,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,3/12/21,71,Kit 53,281,0,,,19.9,0.048,0.004,0.003,0.002,0.002,-170,-22.3,3,,,,0.43,140,71,,6,7.4,3.42,0.72,6.61,23.6,,20,1.2,19.3,1,0.44,140,0.02,39.9,,,1.2,0.2,-27.1,-274.7,0.732,57,11.7,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,6/2/21,153,Kit 54,16900,11.6,,,16.2,0.52,0.086,0.049,0.044,0.033,-191,-25,12.7,,,,0.33,25,13,,5,2.1,,,,,,,0.2,4.8,,,,,35.2,,,64.2,1.65,-27.2,-346.1,0.66,193,1.8,13,37,,,,,6,51.1,1.24,-27,115,4
Arctic-GRO IV,Kolyma,7/31/21,212,Kit 55,4720,11.2,,,31.3,0.068,0.007,0.004,0.003,0.002,-172,-22,2.6,,,,0.1,1,2,,2,5.2,0.59,0.11,1.02,6,,7,0,3.1,0.16,0.06,35,0.01,34.2,,,5.5,0.63,-31.1,-346.9,0.659,90,4.6,4,32.4,1.01,-30.1,138,3.6,2,6.9,0.55,-31.6,86,4.2
Arctic-GRO IV,Kolyma,9/24/21,267,Kit 56,4940,3.1,,,7.1,0.138,0.019,0.01,0.009,0.006,-158,-20.7,4.8,,,,0.17,42,2,,3,6,1.49,0.2,2.68,12.7,,9,0.1,9,0.46,0.1,74,0.02,36.1,,,6.9,0.36,-28.2,-395.4,0.61,42,4,11,7,0.32,-27.8,46,4.4,5.5,7.1,0.28,-28.3,34,3.9
Arctic-GRO IV,Kolyma,11/8/21,312,Kit 57,1370,0,,,35,0.089,0.011,0.006,0.006,0.004,-165,-21.1,3.4,,,,0.17,63,6,,2,6.5,1.18,0.19,2.75,9.9,,7,0.1,8,0.47,0.09,56,0.02,32.3,,,1.7,0.25,-30.8,-867.3,0.134,17,4.3,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,2/27/22,58,Kit 58,518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,4/18/22,108,Kit 59,364,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,6/9/22,160,Kit 60,14700,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,8/10/22,222,Kit 61,3160,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
